filename,station,res_tier,part,bytes,sha256
quarter_res_trees_Scan_1010_4.lsp,1010,quarter,4,57673092,fa856606775c666b4bb2071927f640aab5da758e203567209628fdb6f323083a
quarter_res_trees_Scan_1010_5.lsp,1010,quarter,5,53563120,f0acba8ef1a1af35b2b8ab6d42e7564bc9705690e7e2cf1db98ffd8d4df278c1
quarter_res_trees_Scan_1011_0.lsp,1011,quarter,0,44020733,205595ede9861ac984d9ef7423c57f3e697f82e5f8d969d9a0d0900e918de68f
quarter_res_trees_Scan_1011_1.lsp,1011,quarter,1,38883854,f75855d2c538401fae65af53ea3ca6e1d66dd99ef33a6d42435bebaf1d71f49c
quarter_res_trees_Scan_1011_2.lsp,1011,quarter,2,45188806,cf5a9e0eeb7e3daa810bc4f23c7d65b50eec72f6b33394fbb355ccec70e25586
quarter_res_trees_Scan_1011_3.lsp,1011,quarter,3,45209962,8a16796c1f84380150d41e28402e9d954d30f0c58ed49d5b09c02e2eecb0b5c7
quarter_res_trees_Scan_1011_4.lsp,1011,quarter,4,57879340,7e73b1850dcb9675986002dd30fa3711a0db5e9af1cb778303b1833a50c828f7
quarter_res_trees_Scan_1011_5.lsp,1011,quarter,5,53777824,a8c3659ab98bc8ae02352bd976d21fe5572560ebe6a0978c7579a7bd4764c1ca
quarter_res_trees_Scan_1012_0.lsp,1012,quarter,0,44047216,96d80f67c45b0ab3f2f9af74cc4c4b2ccf74a01aa72f5a1f84b78e6b9270dd02
quarter_res_trees_Scan_1012_1.lsp,1012,quarter,1,41099458,40caa9393cd2d8e736e015c753931390b7270217cb4ed9aee0e2e3b4d5123fab
quarter_res_trees_Scan_1012_2.lsp,1012,quarter,2,44664999,7ec5a99d1107cb6e39076651aaadf62b03f28f2a39e9c6d300fb86f4b6f1f6b0
quarter_res_trees_Scan_1012_3.lsp,1012,quarter,3,45016837,1ec07cf43120bb2cf2221589f16305576e3242d107c896c19453e5bd4375a880
quarter_res_trees_Scan_1012_4.lsp,1012,quarter,4,68742369,2fcc2e0b2a98e1a6ccff6fff76337b75c72cb6d9f22710f9c77c9478e25644b0
quarter_res_trees_Scan_1012_5.lsp,1012,quarter,5,54501411,3df72c0bc0087ab52efa89c2aa5789b6af993717345e8a95d3ac89da8a9223e6
quarter_res_trees_Scan_1013_0.lsp,1013,quarter,0,43383214,ae458f18bad381192c5037347dc04d4dd91fa8d76ba2bc4bcf5be153b1ddefbc
quarter_res_trees_Scan_1013_1.lsp,1013,quarter,1,40167636,e1dc092edf2289c7ca749d4c2c8da6c967fb5986e5af2e4aea02d07c3e1329af
quarter_res_trees_Scan_1013_2.lsp,1013,quarter,2,43969150,a7485f27020cced98e936fe9994e090869f4fc10e2537488c0bc0f212a6c2734
quarter_res_trees_Scan_1013_3.lsp,1013,quarter,3,44757999,5e68f5995e6bc41659f82ea2215658d375134c89f6b40d7c8856892b40dc46fa
quarter_res_trees_Scan_1013_4.lsp,1013,quarter,4,77418796,d6f0aae0ba941bbd4215515646f23da3ee3674615de9e8c02bec38787d374ecb
quarter_res_trees_Scan_1013_5.lsp,1013,quarter,5,53185782,c0b5999dbbaab7560534a42198f40d55966742aded6f74560dc5e3b1b60015c7
quarter_res_trees_Scan_1014_0.lsp,1014,quarter,0,42540531,218a584b1f51616c631f2cfd6028c6de3f0845f7d127f912c76402e96350c46c
quarter_res_trees_Scan_1014_1.lsp,1014,quarter,1,35920982,b3b1f6d7a9d5e178fc82a5e44c37e1f0f1de73fec8f770a23b3db1ae8044c268
quarter_res_trees_Scan_1014_2.lsp,1014,quarter,2,44221195,a15b649f5a385d908d2660b3ef6598c917efa1464ecc4ad015b28d5b77b80ba1
quarter_res_trees_Scan_1014_3.lsp,1014,quarter,3,46015485,3ce903dcddadce11ce5177046e7b65cc69bad90880b014b6fc213a08fc0e5e97
quarter_res_trees_Scan_1014_4.lsp,1014,quarter,4,73431479,82e632186505610780d543596b91e088f10008c3e5912a552887433eeba9da74
quarter_res_trees_Scan_1014_5.lsp,1014,quarter,5,51450002,c2898fb14312286ac4efe0018ebdb12f7f762dc27f5f5fdb0708c621670db00e
quarter_res_trees_Scan_1015_0.lsp,1015,quarter,0,37989428,4e23e828a919d59cf1aeee285d5e81d3ea4660b3d440f4a7ea1dd16023ad3105
quarter_res_trees_Scan_1015_1.lsp,1015,quarter,1,36833419,9a6506ec18f8b518f73ea725db927c4208e1069375742d7e5663ae47a9f6ac18
quarter_res_trees_Scan_1015_2.lsp,1015,quarter,2,43143199,1dc2f23c2c3ea85652694359ced5fe154c632cad09daa446c699ac94c6c0a3ae
quarter_res_trees_Scan_1015_3.lsp,1015,quarter,3,44643502,f7a7330f414d03f2d23291341106de4f922c8c8e08e9e64e6ee5e42b2958a5d6
quarter_res_trees_Scan_1015_4.lsp,1015,quarter,4,66809608,2e8907574135d6a67038e65ce00c16b5a7af31b29e2a8e78b96c2cabfcdd13a6
quarter_res_trees_Scan_1015_5.lsp,1015,quarter,5,51979031,1112f782e12619bf2484305c730331e707510312de869d82961b72d51123b86c
quarter_res_trees_Scan_1016_0.lsp,1016,quarter,0,31817424,9f96767957b1cec0024f3fa304f4b92564f3e71b8c7bc51c8b74bddb1fd74ac7
quarter_res_trees_Scan_1016_1.lsp,1016,quarter,1,43672765,532d54f01085dbeddd201eb035350777635bb572e7d9278199a11c853e5a290a
quarter_res_trees_Scan_1016_2.lsp,1016,quarter,2,40860876,be052bc8ead9c505ed8ca093a187b93b43e9719c6179920934a72beecba314f2
quarter_res_trees_Scan_1016_3.lsp,1016,quarter,3,41648477,805072de1b10eb7afec862a1af8c096f1b7646a485b6d2db6072599696201544
quarter_res_trees_Scan_1016_4.lsp,1016,quarter,4,69907001,37c90b306240beaf1ac30a5816a2d03c54ecb277e92920824c17b05f8cd02cc6
quarter_res_trees_Scan_1016_5.lsp,1016,quarter,5,53343416,f7616105e58c5805a2a4aaa42f9e90d1876032027d418437c8b60f10b77d1676
quarter_res_trees_Scan_1017_0.lsp,1017,quarter,0,41895575,3192e1b11e2f1bc6174b828ec2ec4025be3d4d7ad0a275e53a3d5820112b94f9
quarter_res_trees_Scan_1017_1.lsp,1017,quarter,1,41622409,2c9e373d57ecde98679425816fefb47a55459653a33e30acb993f02bf9ae9158
quarter_res_trees_Scan_1017_2.lsp,1017,quarter,2,34284769,48191d678e914188340315aac80c9f1df26b8f52b16de05fd9bbcb7bb7505bf0
quarter_res_trees_Scan_1017_3.lsp,1017,quarter,3,37886635,e6b5cf321669b506cf5dce350f4557cbf1e2e4b645e2cc6500763429ddd94948
quarter_res_trees_Scan_1017_4.lsp,1017,quarter,4,56929328,b655c39259b4e36528b938b689161af4fc4ab5943e9b1f68800cd2688226a908
quarter_res_trees_Scan_1017_5.lsp,1017,quarter,5,55909266,aa76b7e865e76d1a55ef40c74f1b3456d0f74d7339dc26a8292adeecad16d566
quarter_res_trees_Scan_1018_0.lsp,1018,quarter,0,40885939,b8335fd61bf90b43d57f3b79ecf2f99b0cbf5b78f295b5e2d3b24f2385fbb022
quarter_res_trees_Scan_1018_1.lsp,1018,quarter,1,36437980,06b37412117dd4111994116251077bbba0261a0b9946850af820d5a02cc731b6
quarter_res_trees_Scan_1018_2.lsp,1018,quarter,2,32790584,d00a46560e74ecc528363039cfd5746b550bde3a2ef5e4dca8d62b88777cb12b
quarter_res_trees_Scan_1018_3.lsp,1018,quarter,3,35728411,d17a92182b5c027a5fcc8b4d35e1863454c97ecd78bf9c01803b437ccc641726
quarter_res_trees_Scan_1018_4.lsp,1018,quarter,4,7814650,a7ac6a165923f3a55e837a2c42645b6ee327e81ac470b088127d78352147b55c
quarter_res_trees_Scan_1018_5.lsp,1018,quarter,5,52019182,e32dd6c5fca6e20fc958fd34e9243b985f9edebbe92248070bb254c2dff25123
quarter_res_trees_Scan_1019_0.lsp,1019,quarter,0,35556255,9086cde7f5daaf97199179f6d241db7e9645cd666aa0064a48a9fde5b5c82dae
quarter_res_trees_Scan_1019_1.lsp,1019,quarter,1,38068217,ea9ec52b02709cf752a508682330cfbcbb023e1086f771f59283170e8aa7383a
quarter_res_trees_Scan_1019_2.lsp,1019,quarter,2,33841251,0e60bb496bf5fccd37c48bc2b2ef9777b6ab5fd08c9db98815a8cfc832f164e5
quarter_res_trees_Scan_1019_3.lsp,1019,quarter,3,31902489,2326499a0a6cd481edb3afc4686cc3e5a8cd9f3de429098b035b35bce2fa6b2c
quarter_res_trees_Scan_1019_4.lsp,1019,quarter,4,425315,c6614a853915a6bc5d706d8ec234fbd9fe98f448e03d88016e7cfa72d643d76f
quarter_res_trees_Scan_1019_5.lsp,1019,quarter,5,50567584,790ef8b3d66cc67419011a1be74ef42150071f72c72d8fca8ac6a3e5e41edf11
quarter_res_trees_Scan_1020_0.lsp,1020,quarter,0,34062482,5b27eb087ed24af047e7350e6ecebe879d61f8bc4bb490b2dd842c0698cc8af0
quarter_res_trees_Scan_1020_1.lsp,1020,quarter,1,38822960,03e8c4476b359caef0b816b8cc12c0711ee843f3d08fcf873023a16944d63463
quarter_res_trees_Scan_1020_2.lsp,1020,quarter,2,35357716,5a58403ddffaa6c39a9301957f51268250be5f65784ba267783fd0d4c362bd27
quarter_res_trees_Scan_1020_3.lsp,1020,quarter,3,31233268,7673bc3a9dde4f43d11bad0fb49ffeacc68dd4987c86c761b64ac7b37e85852c
quarter_res_trees_Scan_1020_4.lsp,1020,quarter,4,326808,bece431d49b4114d84238755ab2a2155b61b500207446fc17d61771c0e294bcd
quarter_res_trees_Scan_1020_5.lsp,1020,quarter,5,49674741,ff58ef5d1b75ef1da4f9e38e669777a5fb2d44fd309939846b89e2c99ef03506
quarter_res_trees_Scan_1021_0.lsp,1021,quarter,0,36693417,7d03d52c5e092bfca45ef7e939c7f1e6dad3e898bf738163174b8a5db36b9069
quarter_res_trees_Scan_1021_1.lsp,1021,quarter,1,36385697,8f4f46944079101755e163678a3e7bd8c78f3061f18405858e6eeadfc9aa382e
quarter_res_trees_Scan_1021_2.lsp,1021,quarter,2,35902947,57afc8772a57f2468ed2b94120717e7a8a48c2fc3f29107cc88259625419f80c
quarter_res_trees_Scan_1021_3.lsp,1021,quarter,3,33068180,8b0200776e3264b7726db5ef5e84b0763baa8661d611609239082dba394ee870
quarter_res_trees_Scan_1021_4.lsp,1021,quarter,4,110038,81c0cae7d26776e001b874253755336a9bfa0cefc9a831aec31a8092df846984
quarter_res_trees_Scan_1021_5.lsp,1021,quarter,5,55773750,58702a6a18e3b9bfdb6a1ade95cdd85481475fdf8ad99d7a391135557986d8cd
